doi,title,year,citations,is_oa,abstract,Unique_Words_Type,Total_Words_Token,Lexical_Richness_TTR
https://doi.org/10.1016/j.corsci.2025.113167,Enhanced corrosion resistance of 2024 aluminum alloys with Cr2O3 thin layers by Atomic Layer Deposition,2025,8,True,"This research explores the use of chromium oxide (Cr 2 O 3 ) thin layers grown by Atomic Layer Deposition (ALD) as protective coating to enhance the corrosion resistance of 2024 aluminum alloys. In order to obtain sufficiently dense and uniform Cr 2 O 3 layers, the ALD process was tailored in terms of alloy surface pretreatment before the main Cr 2 O 3 ALD process. The corrosion resistance of both Cr 2 O 3 coated and non-coated aluminum alloys was evaluated in a corrosive 0.1 M KOH environment using in situ optical microscopy and ex situ surface analysis techniques, including X-ray Photoelectron Spectroscopy (XPS) and Time-of-Flight Secondary Ion Mass Spectrometry (ToF-SIMS) and a neutral environment containing chlorides. Findings revealed that the Cr 2 O 3 -coated samples exhibited significantly reduced reactivity, highlighting the excellent corrosion protection provided by the Cr 2 O 3 thin films. Although surface analysis revealed the presence of submicron defects within the Cr 2 O 3 layer, which could act as corrosion initiation sites, the occurrence of these defects was mitigated with increasing Cr 2 O 3 layer thickness. Additionally, after the corrosion test, an enrichment of copper and aluminum oxides at the layer surface was observed, suggesting preferential attack at intermetallic phases in corrosive environment. • Growth of a dense and uniform Cr2O3 by Atomic Layer Deposition. • Cr2O3 layers improve 2024 Al corrosion resistance. • Submicron defects in Cr2O3 layer trigger the localized corrosion. • Cu enrichment shows preferential IMP corrosion. • Cr2O3 coatings with more ALD cycles show improved resistance to corrosion.",121.0,260.0,0.4653846153846154
https://doi.org/10.1016/j.corsci.2025.113355,In-situ engineered ZrB2-ZrSi2-MoSi2 coatings with self-healing multiphase glass networks for superior oxidation protection at 1973 K,2025,8,True,"To address the protection failure of ZrB 2 -based coatings caused by structural loosening during oxidation, an in-situ alloying strategy with dual-silicide synergistic enhancement via one-step powder-source alloying is presented in this study. The approach successfully produced ZrB 2 -ZrSi 2 -MoSi 2 composite powders with precisely controllable composition, which were subsequently used to construct high-performance oxidation resistant coatings on graphite substrates. The optimized ZZM40 coating with 40 vol% MoSi 2 demonstrated a remarkable 98.21 % reduction in oxygen permeability and an 84.03 % reduction in carbon loss rate at 1973 K compared to the undoped coating, achieving a protection efficiency of 99.58 %. The performance enhancement is attributed to the in-situ formation of a self-generated glass phase during oxidation, which exhibits high fluidity and self-healing properties. Additionally, the in-situ precipitated nanoscale MoB phase effectively suppresses the volatilization of B 2 O 3 through a pinning effect, achieving a synergistic enhancement in thermal stability and oxygen blocking capabilities. Notably, excessive MoSi 2 doping at 50 vol% leads to detrimental effects. Intensified MoO 3 volatilization reduces the viscosity of the glass phase and triggers a chain reaction of defect propagation, consequently increasing the carbon loss rate by 34.43 % compared to ZZM40. The proposed powder-source in-situ alloying strategy validates the defect-repair mechanism driven by dual-silicide oxygen-blocking reinforcement, providing crucial theoretical foundations for the design and application of next-generation high-temperature thermal protection materials. • A dual-silicide co-enhanced alloying strategy is proposed for ZrB 2 -based coatings. • The strategy shortens Si-source transport and boosts glass-phase supply efficiency. • Optimized coating reduces oxygen permeability by 98.21 % and carbon loss by 84.03 %. • Appropriate MoSi 2 content improves glass mobility and defect healing performance. • MoB nanophase enhances glass stability and limits B 2 O 3 loss for better protection.",147.0,298.0,0.49328859060402686
https://doi.org/10.1016/j.corsci.2023.111744,Electrochemical investigation on localised corrosion under silica sand deposit layers of carbon steel within a bespoke test cell,2023,7,True,"The corrosion behaviour of deep pit-like features on carbon steel under silica sand deposits has been evaluated using a bespoke localised corrosion cell. Local pH and electrochemical measurements were performed, including impedance spectroscopy and galvanic coupling. The corrosion rate of X65 carbon steel at four different recession depths up to 9 mm was evaluated in the presence and absence of a ~10 mm-thick silica dioxide deposit layer, in a carbon dioxide-saturated environment. The deposit reduced corrosion rates to approximately 1 mm·yr-1 and iron carbonate formed on the steel surface under the deposit due to an increase in local pH.",57.0,99.0,0.5757575757575758
https://doi.org/10.1016/j.corsci.2024.112219,"Hydrogen diffusivity, uptake and embrittlement of solution annealed and cold deformed austenitic stainless steel 1.4435 at hydrogen pressures up to 1000 bar and 200 °C",2024,7,True,"Austenitic stainless steel 1.4435, a candidate material for high-pressure tubing for hydrogen applications, was investigated in two different stages of cold deformation (0 and 27 %) regarding its hydrogen embrittlement tendency. The determination of effective diffusion coefficients revealed slightly increased diffusion kinetics at 60°C for the cold-reduced material (8.0 · 10 −15 m²/s) compared to the solution annealed one (5.0 · 10 −15 m²/s). High-pressure gaseous hydrogen charging shows no differences regarding the degree of cold deformation with a maximum hydrogen concentration of 112 wt.-ppm. Furthermore, a significant ductility loss expressed by the ratio of the reduction of area was observed. • Cold drawn material shows enhanced diffusion kinetics than solution annealed state. • Hydrogen contents of up to 112 wt.-ppm are present after gaseous charging. • No failure occurred in constant load tests at 90 % of the yield strength. • SSRTs show no significant decrease in fracture elongation due to hydrogen charging. • 1.4435 is applicable for hydrogen tank systems within the tested conditions.",100.0,166.0,0.6024096385542169
https://doi.org/10.1016/j.corsci.2024.112462,Influence of convection during droplet evaporation on corrosion product distribution in CFRP-AA2024 galvanic couple: Modeling and experimental approaches,2024,7,True,"This work aims to clarify the impact of convection, generated within an electrolyte droplet during evaporation, on the distribution of Al ( OH ) 3 in the CFRP-AA2024 system. Both Finite Element and experimental approaches were employed to determine whether convection is significant or negligible. By coupling the Navier–Stokes and Nernst–Planck equations with appropriate geometric and boundary conditions, the transient distribution of corrosion products was numerically tracked. The results showed that Al ( OH ) 3 preferentially deposits on the CFRP surface, a pattern absent when convection is excluded. Experiments confirmed that internal convective currents can transport the Al ( OH ) 3 compound, aligning with the numerical predictions. • The CFRP-AA2024 system was studied under evaporating droplets. • A 2D model, including convection, predicted the distribution of corrosion products. • Gentle currents generated during droplet evaporation dispersed the corrosion products. • Al(OH) 3 preferentially accumulates on the CFRP surface.",84.0,150.0,0.56
https://doi.org/10.1016/j.corsci.2025.112695,New insights into corrosion initiation and propagation in a hot-dip Al-Zn-Mg-Si alloy coating via multiscale analytical microscopy,2025,7,True,"Multiscale analytical microscopy provides new mechanistic insights into the corrosion processes within a pre-painted hot-dip Zn-55Al-2Mg-1.5Si coated steel exposed to a coastal environment. This study is the first to conclusively show that corrosion initiation is not only affected by the electrochemical activities of constituent phases but also by their morphology. Corrosion initiates when sub-micron Zn particles within the Zn-Al binary eutectic dissolve. Thereafter, corrosion propagates by the dissolution of large Zn particles and by Mg dealloying from MgZn 2 and Mg 2 Si intermetallic phases. The late stages record the corrosion of primary Al-rich dendrites, leading to a volumetric expansion in corrosion product. • Multiscale microscopy was used to provide new insights into corrosion processes within a hot dip coating. • Corrosion initiation was found to not only affected by electrochemical activities of constituent phases but also by their morphology. • Sub-micron Zn particles in the Zn-Al binary eutectic were the first phase to preferentially dissolve during the initiation of corrosion.",81.0,161.0,0.5031055900621118
https://doi.org/10.1016/j.corsci.2025.112939,Microelectrochemical identification of the submicron-sized initiation site for pitting corrosion in 17–4PH stainless steel,2025,7,True,"The initiation site of pitting corrosion of 17–4PH stainless steel in 1 M NaCl was identified by SEM/EDS analysis after micro-scale galvanostatic polarization. A commercially available 17–4PH stainless steel was solution treated at 1040°C for 1 h and subsequently tempered, and as-quenched, 482°C-tempered, and 621°C-tempered specimens were made. All specimens contained MnS and NbC particles with a size of approximately 500 nm. In addition, the precipitation of ε-Cu was observed in the tempered specimens. In 1 M NaCl at 25°C, the pitting potential measured in conventional potentiodynamic polarization decreased by tempering, suspecting that ε-Cu was the initiation site for pitting corrosion. However, micro-scale galvanostatic polarization at 3 mA m −2 on a 500 μm × 500 μm electrode allowed the pit diameter to be controlled to approximately from 500 nm to 1 μm, and SEM/EDS analysis after the polarization revealed that the initiation site of pitting of the tempered specimens was MnS, not ε-Cu. The results provide significant insight into the improvement of the pitting corrosion resistance of 17–4PH stainless steel and indicate that the pitting corrosion resistance can be improved by surface treatments to remove MnS or by controlling the MnS composition with trace amounts of alloying elements. Fabricating a small working electrode and performing galvanostatic polarization are promising techniques for identifying submicron-sized initiation sites for pitting corrosion. • MnS and NbC particles with a size of ca. 500 nm existed in the 17–4PH stainless steel. • Micro-scale galvanostatic polarization in 1 M NaCl produced submicron pits. • MnS with a size of ca. 500 nm was found to be the pit initiation site.",107.0,265.0,0.4037735849056604
https://doi.org/10.1016/j.corsci.2025.112985,In situ microscopy and electrochemical characteristics of initiation of intergranular corrosion of aging-treated Al–1Mg–0.65Si–0.8Cu alloy in 0.1 M NaCl,2025,7,True,"This study investigated the initiation site of intergranular corrosion (IGC) in aging-treated Al–1Mg–0.65Si–0.8Cu alloy in 0.1 M NaCl. Polarization and open-circuit potential measurements were performed. Further, in situ observations were made using a small electrode area of 300 µm × 300 µm. In potentiodynamic polarization, the breakdown potential was −0.4 V vs. SHE, leading to pitting corrosion, which in turn initiated IGC. The OCP under naturally aerated conditions increased from approximately −1.2 to −0.4 V over time, and IGC was initiated at −0.4 V. Even in the case of the small electrode area (300 µm × 300 µm), IGC occurred at −0.4 V in potentiostatic polarization; high-spatial-resolution in situ observations were then performed. IGC initiated from randomly distributed Mg 2 Si particles and generation of gas bubbles. Moreover, the Mg 2 Si particles at the initiation site of IGC were located on or near the grain boundaries, and trenching was observed at the Mg 2 Si/alloy matrix boundaries. In addition to the exposure of the bare alloy surface by trenching, the acidification inside the trench likely contributed to the initiation of IGC. The role of Mg 2 Si in the initiation of IGC was examined based on the results of in situ observations and the polarization behavior. • Mg 2 Si particles (≥1 µm) were randomly distributed in Al–1Mg–0.65Si–0.8Cu alloy. • Intergranular corrosion (IGC) initiated at Mg 2 Si located on or near grain boundary. • Trenching between Mg 2 Si and alloy matrix provided the sites for IGC. • An acid in the trench likely dissolves the Cu-depleted zone and leads to IGC. • Corrosion tunnels around the Mg 2 Si might also be related to the IGC initiation.",116.0,280.0,0.4142857142857143
https://doi.org/10.1016/j.corsci.2025.113201,Stress corrosion cracking susceptibility and propagation behavior of TC4 titanium alloy in simulated deep-sea environment,2025,7,True,"This study investigated the effect of stress intensity factors (K I ), dissolved oxygen (DO), and hydrostatic pressure (HP) on the stress corrosion cracking (SCC) behavior of commercial TC4 titanium alloy in the simulated marine environment, including both shallow-sea and deep-sea conditions. Experimental results revealed that transgranular SCC and a few intergranular SCC at specific grain boundaries dominated the crack propagation mode. Higher K I and DO concentrations accelerate SCC growth rates (SCCGRs), while HP enhances corrosion reactions and hydrogen embrittlement. The mechanisms of the SCC crack propagation in different phases were discussed. • Deep-sea environment increases SCC susceptibility of TC4 compared to shallow-sea. • Deep-sea environment decreases corrosion resistance of TC4 compared to shallow-sea. • SCCGR of TC4 increases with K I , dissolved oxygen and hydrostatic pressure. • SCC of TC4 is mainly TG, mixed with IG especially on phase boundaries.",76.0,143.0,0.5314685314685315
https://doi.org/10.1016/j.corsci.2023.111209,The impact of co-deposited silicon impurity on oxidation of silicon carbide coatings in the air and in steam at high temperatures,2023,6,True,"We report a study on the oxidation behaviour of stoichiometric and hyper-stoichiometric silicon carbide (SiC) with silicon impurity. In air, silica growth was parabolic at 1200 °C and 1600 °C on both SiCs but was faster on hyper-stoichiometric SiC. However, the oxidation kinetics was reversed in the steam due to the generation of a larger quantity of gaseous products and pore networks in silica on stoichiometric SiC, which resulted in easy ingress of steam and a reaction-controlled linear oxidation behaviour. In contrast, the pores in silica on hyper-stoichiometric SiC were mostly isolated, resulting in diffusion-controlled parabolic growth of the silica layer.",57.0,101.0,0.5643564356435643
https://doi.org/10.1016/j.corsci.2024.112050,"Alloying effects of Al, Si and Fe on Ni-20Cr alloy oxidation in water vapour at 650 °C",2024,6,True,"Ni-20Cr alloys with or without minor elements (Al, Si, Fe) were oxidized in Ar-5 H2O at 650°C. The undoped alloy formed a feathery NiO external scale and a thick internal oxidation zone (IOZ). Additions of Al, Si and Fe improved oxidation resistance by changing oxide morphologies and reducing the IOZ. For Al and Si additions, more surface area formed a chromia scale with Al2O3 or SiO2 precipitates underneath. In addition, needle-shaped precipitates with a lamellar structure of chromia mixed with alumina or silica were observed. For Fe addition, a multi-layered oxide scale was formed with additional Fe-rich spinel, improving oxidation resistance.",63.0,101.0,0.6237623762376238
https://doi.org/10.1016/j.corsci.2024.112429,Direct evidence of hydrogen bubble evolution as an acoustic emission source in metal corrosion,2024,6,True,"Hydrogen (H 2 )-bubble evolution has been proposed as an important source of acoustic emission (AE) during metal corrosion since 1976. However, direct evidence is still lacking. Here, we report a simple yet effective strategy to spatiotemporally isolate single H 2 -bubble events in sodium sulfate droplet corrosion of AZ31 alloy, which are synchronously captured by AE-driven high-speed observations. The individual AE waveform is directly related to the two-stage evolution of a single bubble, including detachment and bursting. Furthermore, by linking H 2 evolution to the corrosion process, H 2 -bubble evolution-AE signals may provide a unique approach to evaluate the microstructure-dependent corrosion rate of Mg alloys. ● Droplet corrosion in AZ31 can spatiotemporally isolate single H 2 -bubble events. ● AE signal drives high-speed observations of the evolution of a single H 2 bubble. ● Specific two-part AE waveform is related to bubble detachment and bubble bursting. ● AE amplitude and rise time seem to largely depend on the bubble radius. ● The AE signals of H 2 bubble evolution is related to the localized corrosion rate.",87.0,178.0,0.4887640449438202
https://doi.org/10.1016/j.corsci.2025.112849,Understanding the effect of oxide ions on Solar Salt chemistry and corrosion mechanism of 316 L stainless steel at 600 °C,2025,6,True,"Solar Salt (60 wt% NaNO 3 ,40 wt% KNO 3 ), used in Concentrated Solar Power (CSP) Thermal Energy Storage (TES) technology, can decompose into various products at elevated temperatures, with oxide ions being one of the known corrosive byproducts. The study mimics Solar Salt aging by intentionally adding sodium peroxide (Na 2 O 2 ) and sodium oxide (Na 2 O) at concentrations of 0.005 to 0.33 wt% to investigate their role in the corrosion of austenitic stainless steel at 600°C in typical operating conditions. Salt chemistry (nitrite, nitrate, oxide ions, and metal cations) was analyzed every 24 h, and steel corrosion after 168 h was assessed by weight change, corrosion rate, phase analysis, and cross-sectional morphology. Results reveal that at or above 0.135 wt% added Na 2 O 2 /Na 2 O leads to a quasi-steady-state equilibrium of oxide ions in the salt. Interestingly, at these concentrations, the presence of steel further decreases oxide ion concentration. Furthermore, above 0.135 wt%, the corrosion rate increases significantly, along with increased spallation, porosity and disintegration of the corrosion layer, forming a non-protective layer. This study highlights the critical role of oxide ions in the corrosion process. • Oxide ions effect on Solar Salt chemistry and 316 L steel corrosion are investigated. • Na 2 O 2 /Na 2 O additions don’t alter nitrate-nitrite equilibrium over 168 hr exposure. • Quasi-equilibrium of O 2- ions reached at ≥0.135 wt% Na 2 O 2 or Na 2 O in Solar Salt. • Decrease in O 2- ion concentration with steel shows active participation in corrosion. • Alkali oxides ≥0.135 wt% in salt cause severe steel corrosion and scale spallation.",133.0,276.0,0.48188405797101447
https://doi.org/10.1016/j.corsci.2025.113154,Corrosion and environmental sensor response delays during monitored multi-droplet wetting: Unraveling time lags in atmospheric corrosion,2025,6,True,"This study investigates time lags between environmental changes, electrolyte formation, and atmospheric corrosion sensor responses under controlled multi-droplet wetting. A commercial corrosion and environmental sensor was combined with in-situ microscopy, and an Artificial Intelligence (AI)-based segmentation approach was applied to track droplet growth. A cross-correlation analysis identified and quantified time lags between Surface Relative Humidity (SRH), droplet radius, and sensor responses based on Interdigitated Electrodes (IDE) measuring conductance, galvanic corrosion, and free corrosion. This approach ultimately aids in understanding how environmental fluctuations affect the dynamic behaviour of the electrolyte layer and, in turn, influence atmospheric corrosion sensor responses. • Novel approach on time lags with a corrosion sensor under multi-droplet conditions. • In-situ microscopy with AI-based segmentation tracked droplet evolution. • Cross-correlation analysis quantified time lags between variables. • Droplet radius lagged behind stable Surface Relative Humidity (SRH). • Time lags of various sensor responses depends on low- and high-ionic conditions.",80.0,151.0,0.5298013245033113
https://doi.org/10.1016/j.corsci.2025.112801,Topographical and statistical studies of the corrosion damage underneath a sulfide film formed on a Cu surface,2025,5,True,"Damage to Cu corroded in sulfide-containing solutions was investigated using scanning electron microscopy and surface profilometry. For dilute sulfide solutions (≤ 5 × 10 −5 M), a thin, porous film was formed, and general corrosion to a depth of < 1 μm observed. At a higher concentration (5 × 10 −4 M), a compact film was formed and micro-galvanic corrosion observed. With increasing exposure time at higher concentration, the extent of micro-galvanic corrosion decreased in favor of general corrosion, as the aspect ratio of the locally corroded sites increased. This indicates that micro-galvanic corrosion will eventually be stifled and only rough general corrosion observed. • A film pickling method to remove the sulfide formed on Cu without causing additional corrosion was developed. • Corrosion damage underneath the sulfide film formed on Cu corroded in sulfide solutions was investigated. • At low SH - concentrations, general surface roughening was observed, with most Cu surfaces corroding to a depth of ≤ 0.5 μm. • At high SH - concentration, film thickening increased Cu(I) transport resistance, reducing micro-galvanic corrosion rate. • The initiation, growth, and stifling mechanism of micro-galvanic corrosion were proposed.",90.0,189.0,0.47619047619047616
https://doi.org/10.1016/j.corsci.2025.112800,Effect of ageing temperature on the microstructure and localised corrosion of 15–5PH stainless steel,2025,5,True,"The effect of microstructure on the localised corrosion resistance of 15–5PH stainless steel was investigated as a function of ageing temperature (450°C, 540°C and 650°C). Microstructural characterisation revealed an increase in reverted austenite content for samples aged at 650°C. Cu precipitates increased in size with ageing temperature. Cr carbides were observed in samples aged at 540°C, and in samples aged at 650°C with a greater size and number density. Potentiodynamic Polarisation (PDP) and Double-Loop Electrochemical Potentiokinetic Reactivation (DL-EPR) were used to determine the Pitting Potential (E pit ) and the Degree Of Reactivation (DOR) at each ageing temperature, respectively. The scatter in the measured E pit values was too large to confidently rank pitting susceptibility as a function of ageing temperature. However, it was found that the DOR increased with ageing temperature; this increase correlated with an increase in density of Cr carbides in the microstructure at an ageing temperatures of 540°C and the formation of reverted austenite at 650 °C. These heat treatment induced changes resulted in the distribution of Cr in the microstructure becoming less homogeneous as the ageing temperature increased, leading to a likely increase in the number of susceptible sites for localised corrosion by disruption of the integrity of the passive film. • The microstructure of 15–5PH was characterized as a function of ageing temperature. • Cr carbides form during ageing at 650°C and at 540°C but not at 450°C. • Higher temperature ageing promotes more austenite reversion and less localized corrosion resistance. • The integrity of the passive film was investigated with a modified DL-EPR test. • Lower Cr content in austenite and Cr carbides are responsible for reactivation.",109.0,274.0,0.3978102189781022
https://doi.org/10.1016/j.corsci.2025.112851,Correlated chromium carbide dissociation and phase transformation in liquid lead-bismuth eutectic corroded T91 steel,2025,5,True,"Gen IV nuclear reactors promise better safety, economic benefits and a potential path to reducing carbon emissions. The liquid lead-bismuth eutectic (LBE) cooled fast reactor is a key Gen IV reactor concept. This study investigates the corrosion of T91 steel, a candidate structural material for Gen IV reactors, exposed to liquid LBE. Specifically, we focus on the dissociation of Cr carbides and the overall Cr depletion adjacent to the corrosion interface. Our results suggest a correlation between Cr depletion and phase transformation in the steel, most likely ferritization. We have analysed the corrosion-induced changes from the micro- to atomic-scale by combining complementary characterisation techniques: SEM, EDX, (HR)EBSD, DAXM, (S)TEM, EELS, and APT. Based on these investigations, we propose a potential mechanism of Cr depletion, Cr carbides dissociation, and phase transformation in T91 induced by LBE exposure. These microstructural changes may alter the mechanical properties, and are thus of direct importance to reactor designs, safety, and lifetime estimation. Correlated Chromium Carbide Dissociation and Phase Changes in Liquid Lead-Bismuth Eutectic Corroded T91 Steel. • Cr content near the T91 surface drops after LBE contact. • Cr carbides become unstable and dissociate in this region. • Dissociated Cr diffuses into LBE, while C moves away, forming or enlarging carbides. • Cr depletion lowers T91's recrystallization temperature. • Retained C does not hinder ferritization, staying below ferrite’s solubility limit.",129.0,225.0,0.5733333333333334
https://doi.org/10.1016/j.corsci.2025.112992,Comparative oxidation behavior of columnar and equiaxed Cr2AlC coatings,2025,5,True,"The oxidation behavior of columnar and equiaxed Cr 2 AlC coatings in air at 990 °C is studied. During the transient heating-up period to 990 °C the two coating morphologies exhibit different oxidation behavior. In columnar coatings, faster Al diffusion along column boundaries, triple junctions, and intercolumnar pores leads to the formation of metastable alumina polymorphs, resulting in rapid oxidation. In contrast, equiaxed coatings exhibit slower oxidation kinetics due to limited Al mobility, leading to direct formation of passivating α-(Al,Cr) 2 O 3 through oxidation of Cr and Al at the surface. • Phase-pure columnar and equiaxed Cr 2 AlC coatings are synthesized and oxidized • After oxidation θ/γ-Al 2 O 3 forms on columnar and α-(Al,Cr) 2 O 3 on equiaxed coatings • Columnar coatings with higher Al mobility show accelerated oxide scale growth • Lower Al mobility in equiaxed coatings leads to slower oxidation kinetics",72.0,147.0,0.4897959183673469
https://doi.org/10.1016/j.corsci.2025.113080,Large language models predicting the corrosion inhibition efficiency of magnesium dissolution modulators,2025,5,True,"Large language models (LLMs), such as GPT-4o, have shown promise in solving everyday tasks and addressing fundamental scientific challenges by leveraging extensive pre-trained knowledge. In this study, we investigate their potential to predict the efficiency of various organic compounds in inhibiting the corrosion of the magnesium alloy ZE41. Traditional approaches, such as Multilayer Perceptrons (MLPs), rely on non-contextual data, often necessitating large datasets and substantial effort per sample to achieve accurate predictions. These methods particularly struggle with small datasets as their training data and domain of applicability is limited to a small area of the available chemical space. LLMs can contextualize and interpret limited data points by drawing on their vast knowledge, including the chemical properties of molecules and their influence on corrosion processes in other materials (e.g. iron and aluminium). By prompting the model with a small dataset, LLMs can provide meaningful predictions without the need for extensive training. Our study demonstrates that LLMs can predict corrosion inhibition outcomes and outperform classical approaches, such as MLPs, having access to the identical number of training samples. • Large language models (LLMs) can be leveraged to assess unseen corrosion inhibitors. • LLMs can utilize string-based input (SMILES) obviating the need to generate features. • In-context learning facilitates robust predictions based on small datasets. • Modern general LLMs outperform chemistry domain specific LLMs.",129.0,221.0,0.583710407239819
https://doi.org/10.1016/j.corsci.2025.113184,Machine learning-enhanced optical monitoring for identifying pitting-susceptible zones in 316L stainless steel,2025,5,True,"Assessing the susceptibility of stainless steel (SS) to pitting corrosion remains challenging due to the difficulty in identifying nanometre-scale imperfections in the passive surface films. Traditional analytical methods are costly, time-consuming, and limited to model systems with adequate signal-to-noise ratios. We propose an alternative approach that leverages optical signatures of passive layer properties which, when enhanced with unsupervised machine learning (ML) to extract signals even at the noise level, successfully identifies pitting-susceptible zones (PSZs) in situ on industrial SS 316L substrates. Complementary optical modelling and X-ray Photoelectron Spectroscopy (XPS) reveal chromium oxide deficiency in surface films over PSZs, consistent with established pitting mechanisms. This proof of concept demonstrates that ML-enhanced optical methods can serve as accessible, precise tools for PSZ identification, advancing the development of optical corrosion monitoring systems. • Unsupervised ML enhances the optical signals of the passive layer on stainless steel. • ML-enhanced optical detection identifies pitting-susceptible zones. • Optical modelling and ex-situ XPS indicate chromium deficiency in pitting-susceptible zones.",99.0,162.0,0.6111111111111112
https://doi.org/10.1016/j.corsci.2024.112585,Growth mechanism of chromia scales on a model Ni-30Cr alloy at high temperatures,2024,4,True,"Oxidation tests with markers and tracers were carried out to investigate the growth mechanism of chromia scale on a model Ni-30Cr alloy. The location of oriented grains characterized by TEM-ASRAR indicated that the scale grew predominantly outward at 800 and 900 °C. Experiments using 18 O and 54 Cr tracers confirmed a cationic transport via grain boundaries at these temperatures, using SIMS and NanoSIMS analyses. In the light of this and previous studies, we propose that the scales grow via diffusion of chromium vacancies at 900 °C and oxygen vacancies at 500 °C. • Marker and tracer experiments for the growth mechanism of chromia on a Ni-30Cr alloy. • Dominant outward growth at 800 and 900 °C characterized by TEM-ASTAR. • Dominant cationic diffusion at 800 and 900 °C found by 18 O tracer experiments. • Grain boundary diffusion at 800 and 900 °C according to 54 Cr tracer experiments. • Growth driven by the diffusion of O vacancies at 500 °C and Cr vacancies at 900 °C.",67.0,168.0,0.39880952380952384
https://doi.org/10.1016/j.corsci.2025.112846,In situ ICP-MS analysis of passivation process and selective dissolution of Fe-15Cr alloy in sulfuric acid,2025,4,True,"The dissolution of Fe-15Cr alloy during potentiodynamic polarization in sulfuric acid was quantified in situ using inductively coupled plasma mass spectrometry. The potential dependence of the very low dissolution rates of Fe and Cr in the passive state was characterized. The selective dissolution of Fe was observed in the lower passive potential range, while Cr dissolved preferentially in the higher passive potential range. The discrepancy between the polarization curve and current from the Fe and Cr dissolution in the passive state was attributed to the formation of a passive film. The calculated film thickness was on the order of nanometers. • Fe-15Cr alloy dissolution during polarization in sulfuric acid was investigated by ICP-MS. • Low dissolution rates of Fe and Cr in the passive state were experimentally quantified. • The selective dissolution of Fe and Cr during polarization was characterized. • The calculated passive film thickness was in the order of nanometers.",57.0,152.0,0.375
https://doi.org/10.1016/j.corsci.2025.112909,Dealloying of Monel 400 in nuclear steam generators,2025,4,True,"Immersion experiments were conducted to evaluate the corrosion performance of commercially available Monel 400 in simulated nuclear steam generator environments. Monel 400 is susceptible to dealloying at open circuit in the presence of Cu 2+ ions, which stabilize metallic copper when present at sufficiently high concentration. A mechanism is proposed for dealloying of Monel 400 in nuclear steam generators due to Cu 2+ accumulation within steam generator sludge piles. • Dealloying of Monel 400 occurs when Cu 2+ ions stabilize metallic Cu. • Sludge piles within steam generators harbour high concentrations of Cu 2+ . • A mechanism for dealloying of Monel 400 in nuclear steam generators is proposed.",49.0,109.0,0.44954128440366975
https://doi.org/10.1016/j.corsci.2025.113095,Type-II hot corrosion investigation of the DS200 +Hf superalloy at the γ/γ' scale,2025,4,True,"Type-II hot corrosion behavior was investigated on the Ni-based superalloys DS200+Hf, precoated with Na 2 SO 4 , in a flowing O 2 –SO 2 –SO 3 atmosphere. Corrosion products were characterized as an outer oxide layer rich in Ni and Co, and a complex inner layer including S and O. Investigations at the nanoscale of the propagation front revealed the formation of a partially crystallized WS 2 network, ordered along the c-axis with the γ/γ’ microstructure. Statistical measurement of the affected depths showed that the corrosion rate followed a parabolic law as a function of time from 550 °C to 700 °C. • Directionally solidified DS200+Hf exhibits from 550°C low temperature hot corrosion. • The corrosion rate followed a parabolic law as a function of time from 550 °C to 700 °C. • A solid-state mechanism explains the corrosion behavior of the DS200+Hf alloy. • A partially crystallized WS 2 network develops from the γ/γ’ microstructure at propagation front. • WS 2 network contributes to rapid outward diffusion of nickel in corrosion products.",81.0,174.0,0.46551724137931033
https://doi.org/10.1016/j.corsci.2025.113121,Inhibitive effect of chloride on copper corrosion in dilute nitric acid,2025,4,True,"The effect of chloride on the corrosion mechansim of copper in deaerated, 0.1 M HNO 3 was studied by electrochemistry, atomic force microscopy, and scanning electron microscopy. Nitrate reduction, the first cathodic step in the corrosion pathway, was completely inhibited in the presence of ppm levels of chloride, thereby shutting down the corrosion sequence of the system involving solution reactions by copper ions and the subsequent reduction of NO 2 – . Nitrite reduction was minimally affected, suggesting that the two reduction steps differ substantially in their sensitivity to the surface state during corrosion. Our results support that the key step for the inhibitive effect of chloride is the adsorption of chloride to form an adlayer on the surface. Nitrate reduction on copper appears to be inhibited by chloride in the presence of corrosion accelerators NO 2 – and Cu + /Cu 2+ , which suggests that the chloride adlayer remains intact under more aggressive conditions and lowers the rate of corrosion from nitrate reduction in the presence of other oxidants. • Cl – inhibits copper corrosion in deaerated, 0.1 M HNO 3 ( IC 50% = 0.58 wt. ppm) • The first cathodic step in the corrosion mechanism is inhibited (NO 3 – reduction) • The second cathodic step is unaffected (NO 2 – reduction) • NO 3 – reduction remains inhibited in the presence of NO 2 – and Cu + /Cu 2+ • The mechanism of inhibition is proposed to be Cl – adsorption",103.0,247.0,0.41700404858299595
